SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,customerID,Churn_Prob,VaR,CLV,Segment,Strategy,Action,Timing
0,No,No,13,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,0952-KMEEH,0.5482846742502756,53.814140777664555,1275.95,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,27,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,4412-YLTKF,0.5386284447788585,42.03995011498991,2107.35,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,11,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,1391-UBDAR,0.5210573047996705,37.98507751989598,801.9000000000001,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,5,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,6047-YHPVI,0.5844624500116758,40.73703276581381,348.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,4,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,0004-TLHLJ,0.5854253744134421,43.26293516915337,295.6,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,Yes,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,8380-PEFPE,0.7395865000087799,52.991372725629084,71.65,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,9822-OAOVB,0.661771869577589,36.695250168077315,55.45,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,11,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,6652-YFFJO,0.5013515560301658,32.53771598635776,713.9000000000001,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,3,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,4854-CIDCF,0.7324876380915188,54.094212073058664,221.54999999999998,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,20,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,2860-RANUS,0.5132391078552611,44.035915453981396,1716.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,2,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,2485-ITVKB,0.7310672126881828,25.660459165355217,70.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,41,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,7279-BUYWN,0.5141843543649764,58.205668914115336,4641.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,2,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,0388-EOPEX,0.6995184747956229,52.04417452479435,148.8,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,Yes,No,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,3296-SILRA,0.7020937415313926,53.6399618529984,76.4,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,3,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,1212-GLHMD,0.6831661575376169,58.786447856111934,258.15,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,15,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,7861-UVUFT,0.5087395835560653,42.886746893776305,1264.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,0841-NULXI,0.7381675352907844,26.241855879587384,35.55,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,Yes,1,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,3891-PUQOD,0.5481512509269535,32.450554054875646,59.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,2386-LAHRK,0.5749682339421704,30.76080051590612,53.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,7,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,8325-QRPZR,0.5854253744134421,43.99471688717018,526.0500000000001,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,22,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1894-IGFSG,0.5160091373901193,46.05381551206815,1963.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,1820-TQVEV,0.7790314323967034,54.181636123190714,69.55,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,1,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,9507-EXLTT,0.7486282610799574,59.40365251669461,79.35,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,3,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,3966-HRMZA,0.6543482043877735,49.1088327393024,225.14999999999998,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,4813-HQMGZ,0.6504317755204698,58.7014677407224,722.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,5,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,6198-ZFIOJ,0.6050123998877874,45.738937431516725,378.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,Yes,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,7409-KIUTL,0.7395865000087799,52.51064150062337,71.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,1200-TUZHR,0.6649568312921973,56.65432202609521,681.6,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,Yes,Yes,11,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,7072-MBHEV,0.5193692477632971,40.5627382503135,859.0999999999999,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,1062-LHZOD,0.6545153118654989,45.75062029939838,69.9,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,Yes,No,63,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,1035-IPQPU,0.5581453752954457,57.76804634307863,6520.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,4,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,8083-YTZES,0.6650601466346306,49.44722190228479,297.4,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,5,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,4919-IKATY,0.5133977260552919,43.38210785167217,422.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,3,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,4029-HPFVY,0.7094146062177737,49.87184681710949,210.89999999999998,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,6,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,8873-GLDMH,0.5782056473877956,42.700487059588696,443.09999999999997,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,8375-DKEBR,0.7790314323967034,54.22058769481055,69.6,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,3334-CTHOL,0.5913695704347187,29.5389100432142,49.95,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,2,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,3677-IYRBF,0.6862643238493915,20.8624354450215,60.8,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,61,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,0310-MVLET,0.508824157406232,50.4499152068279,6048.150000000001,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,18,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,4521-YEEHE,0.5220705520792455,46.38596855224095,1599.3,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,13,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,9283-LZQOH,0.5183769291266066,38.567243527019535,967.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,3374-LXDEV,0.535311305308765,47.856830694603595,1162.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,20,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,6319-IEJWJ,0.5169068579386431,46.62499858606561,1804.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,7,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,7912-SYRQT,0.5739662734110971,43.104867133173386,525.6999999999999,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,5539-TMZLF,0.7790314323967034,54.33744240967006,69.75,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,4,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,3496-LFSZU,0.5112359910002415,36.04213736551703,282.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,2,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,5712-PTIWW,0.7264737284373676,58.008927215723794,159.7,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,50,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,6212-ATMLK,0.5726799451867036,54.80547075436754,4785.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,4237-RLAQD,0.5103335057904977,23.398791240494322,45.85,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,2,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,5442-BHQNG,0.7316512489740431,51.47166536532393,140.7,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,2,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,5600-KTXFM,0.5935147782276258,41.51635873702242,139.9,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,4,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,2959-MJHIC,0.6375932730169444,51.23061948691147,321.4,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,7465-ZZRVX,0.7790314323967034,54.80486126910808,70.35,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,Yes,4,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,9565-DJPIB,0.5234759693724935,46.903446855775414,358.4,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,3063-QFSZL,0.661771869577589,36.66216157459843,55.4,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,42,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,6661-HBGWL,0.5120200589814363,53.63410117830546,4399.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,23,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,0376-YMCJC,0.5308645303081093,48.0963264459147,2083.7999999999997,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,7180-PISOG,0.7942787268225516,59.1737651482801,74.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,4,No phone service,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,2495-INZWQ,0.5923063226575092,26.38724667439203,178.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,2,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,7571-YXDAD,0.7300224995976679,54.67868521986533,149.8,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,2,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,9050-IKDZA,0.708849990514869,57.77127422696182,163.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,4,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,8443-ZRDBZ,0.6650601466346306,50.57782415156366,304.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,25,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,8739-WWKDU,0.6018335302244344,53.86410095508688,2237.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,1,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,1448-PWKYE,0.7322603904177464,58.58083123341971,80.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,2,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,6048-QBXKL,0.5994793042217935,33.900554653742425,113.1,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,3,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,5356-CSVSQ,0.6154133871049009,39.755704806976595,193.79999999999998,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,Yes,No,53,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,6646-VRFOL,0.5650139678163596,58.67670055772894,5504.049999999999,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,6608-QQLVK,0.6026886227579196,30.43577544927494,50.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,9,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,4633-MKHYU,0.6195244875606353,54.765964700360165,795.6,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,12,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,8637-XJIVR,0.576006317512055,45.475698767576745,947.4000000000001,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,21,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,2057-ZBLPD,0.5927552355972707,51.273327879163915,1816.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,6,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,3908-BLSYF,0.5850512732432697,49.08580182511033,503.40000000000003,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,24,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,4873-ILOLJ,0.580633645387287,52.46024986074138,2168.3999999999996,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,Yes,No,1,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,0616-ATFGB,0.6189715492800099,15.505237309464247,25.05,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,14,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1236-WFCDV,0.5158291561725796,46.656747175809826,1266.3,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,5,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,0330-IVZHA,0.5112359910002415,35.7609575704669,349.75,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,6910-HADCM,0.7324876380915188,55.92543116828746,76.35,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,Yes,13,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,7018-WBJNK,0.5061702919957873,39.633133863270146,1017.9,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
1,No,No,1,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,1768-ZAIFU,0.6854406300591182,17.273103877489778,25.2,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,1,No,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,3926-CUQZX,0.5061401971935198,22.826922893427742,45.1,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,3,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,6542-LWGXJ,0.528536940550036,13.2134235137509,75.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,31,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,5899-OUVKV,0.5217222961091845,49.30275698231794,2929.5,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,No,5,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,0018-NYROU,0.5758587496726207,39.7054607899272,344.75,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,Yes,Yes,1,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,8821-XNHVZ,0.7101811277973435,56.84999928017735,80.05,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
0,No,No,40,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,3352-ALMCK,0.5162237603542659,52.9903690003654,4106.0,Mid-Value/Monitor,Anchor Bundle,Add Online Security / Tech Support,Next 30 Days
